Vernier Format 2
Radonzerfall.cmbl 07.05.2014 08:43:54 .
Latest
Zeit	Potential	Spannung
t	Pot	U
s	V	V

6.3	-1.66544646924	1.66544646924
6.4	-1.66544646924	1.66544646924
6.5	-1.66544646924	1.66544646924
6.6	-1.66544646924	1.66544646924
6.7	-1.66056246435	1.66056246435
6.8	-1.66056246435	1.66056246435
6.9	-1.66056246435	1.66056246435
7	-1.65567845947	1.65567845947
7.1	-1.65079445458	1.65079445458
7.2	-1.6459104497	1.6459104497
7.3	-1.64102644482	1.64102644482
7.4	-1.64102644482	1.64102644482
7.5	-1.64102644482	1.64102644482
7.6	-1.65567845947	1.65567845947
7.7	-1.66056246435	1.66056246435
7.8	-1.65079445458	1.65079445458
7.9	-1.66056246435	1.66056246435
8	-1.65079445458	1.65079445458
8.1	-1.65079445458	1.65079445458
8.2	-1.66056246435	1.66056246435
8.3	-1.65079445458	1.65079445458
8.4	-1.6459104497	1.6459104497
8.5	-1.64102644482	1.64102644482
8.6	-1.63614243993	1.63614243993
8.7	-1.62637443016	1.62637443016
8.8	-1.6166064204	1.6166064204
8.9	-1.60683841063	1.60683841063
9	-1.60683841063	1.60683841063
9.1	-1.60195440574	1.60195440574
9.2	-1.60195440574	1.60195440574
9.3	-1.62149042528	1.62149042528
9.4	-1.62149042528	1.62149042528
9.5	-1.6166064204	1.6166064204
9.6	-1.61172241551	1.61172241551
9.7	-1.61172241551	1.61172241551
9.8	-1.61172241551	1.61172241551
9.9	-1.60195440574	1.60195440574
10	-1.60195440574	1.60195440574
10.1	-1.60195440574	1.60195440574
10.2	-1.59707040086	1.59707040086
10.3	-1.60195440574	1.60195440574
10.4	-1.61172241551	1.61172241551
10.5	-1.6166064204	1.6166064204
10.6	-1.62149042528	1.62149042528
10.7	-1.6166064204	1.6166064204
10.8	-1.6166064204	1.6166064204
10.9	-1.60683841063	1.60683841063
11	-1.60195440574	1.60195440574
11.1	-1.58730239109	1.58730239109
11.2	-1.58730239109	1.58730239109
11.3	-1.57753438132	1.57753438132
11.4	-1.57265037644	1.57265037644
11.5	-1.57753438132	1.57753438132
11.6	-1.58241838621	1.58241838621
11.7	-1.57265037644	1.57265037644
11.8	-1.57265037644	1.57265037644
11.9	-1.57265037644	1.57265037644
12	-1.57265037644	1.57265037644
12.1	-1.57753438132	1.57753438132
12.2	-1.57753438132	1.57753438132
12.3	-1.57265037644	1.57265037644
12.4	-1.57753438132	1.57753438132
12.5	-1.57265037644	1.57265037644
12.6	-1.57265037644	1.57265037644
12.7	-1.57753438132	1.57753438132
12.8	-1.57265037644	1.57265037644
12.9	-1.56776637156	1.56776637156
13	-1.56288236667	1.56288236667
13.1	-1.5531143569	1.5531143569
13.2	-1.53846234225	1.53846234225
13.3	-1.52869433248	1.52869433248
13.4	-1.52869433248	1.52869433248
13.5	-1.51404231783	1.51404231783
13.6	-1.51892632272	1.51892632272
13.7	-1.51404231783	1.51404231783
13.8	-1.51892632272	1.51892632272
13.9	-1.51892632272	1.51892632272
14	-1.51404231783	1.51404231783
14.1	-1.51892632272	1.51892632272
14.2	-1.51404231783	1.51404231783
14.3	-1.51404231783	1.51404231783
14.4	-1.50915831295	1.50915831295
14.5	-1.51404231783	1.51404231783
14.6	-1.51404231783	1.51404231783
14.7	-1.49939030318	1.49939030318
14.8	-1.49939030318	1.49939030318
14.9	-1.50427430806	1.50427430806
15	-1.51404231783	1.51404231783
15.1	-1.5238103276	1.5238103276
15.2	-1.5238103276	1.5238103276
15.3	-1.53357833737	1.53357833737
15.4	-1.53846234225	1.53846234225
15.5	-1.53846234225	1.53846234225
15.6	-1.53357833737	1.53357833737
15.7	-1.53357833737	1.53357833737
15.8	-1.5238103276	1.5238103276
15.9	-1.5238103276	1.5238103276
16	-1.52869433248	1.52869433248
16.1	-1.51892632272	1.51892632272
16.2	-1.50427430806	1.50427430806
16.3	-1.4945062983	1.4945062983
16.4	-1.4945062983	1.4945062983
16.5	-1.4945062983	1.4945062983
16.6	-1.4945062983	1.4945062983
16.7	-1.48473828853	1.48473828853
16.8	-1.47008627388	1.47008627388
16.9	-1.47497027876	1.47497027876
17	-1.46520226899	1.46520226899
17.1	-1.47008627388	1.47008627388
17.2	-1.47985428364	1.47985428364
17.3	-1.47497027876	1.47497027876
17.4	-1.47985428364	1.47985428364
17.5	-1.47497027876	1.47497027876
17.6	-1.47008627388	1.47008627388
17.7	-1.46520226899	1.46520226899
17.8	-1.46031826411	1.46031826411
17.9	-1.45543425922	1.45543425922
18	-1.45055025434	1.45055025434
18.1	-1.44566624946	1.44566624946
18.2	-1.44566624946	1.44566624946
18.3	-1.44078224457	1.44078224457
18.4	-1.45055025434	1.45055025434
18.5	-1.45055025434	1.45055025434
18.6	-1.45055025434	1.45055025434
18.7	-1.46031826411	1.46031826411
18.8	-1.46031826411	1.46031826411
18.9	-1.45543425922	1.45543425922
19	-1.46520226899	1.46520226899
19.1	-1.46031826411	1.46031826411
19.2	-1.45543425922	1.45543425922
19.3	-1.44078224457	1.44078224457
19.4	-1.43589823969	1.43589823969
19.5	-1.43589823969	1.43589823969
19.6	-1.4310142348	1.4310142348
19.7	-1.41636222015	1.41636222015
19.8	-1.42613022992	1.42613022992
19.9	-1.4310142348	1.4310142348
20	-1.42124622504	1.42124622504
20.1	-1.42124622504	1.42124622504
20.2	-1.42124622504	1.42124622504
20.3	-1.42124622504	1.42124622504
20.4	-1.42124622504	1.42124622504
20.5	-1.4310142348	1.4310142348
20.6	-1.42613022992	1.42613022992
20.7	-1.42124622504	1.42124622504
20.8	-1.43589823969	1.43589823969
20.9	-1.43589823969	1.43589823969
21	-1.44078224457	1.44078224457
21.1	-1.43589823969	1.43589823969
21.2	-1.42613022992	1.42613022992
21.3	-1.4310142348	1.4310142348
21.4	-1.4310142348	1.4310142348
21.5	-1.41147821527	1.41147821527
21.6	-1.39682620062	1.39682620062
21.7	-1.38705819085	1.38705819085
21.8	-1.38217418596	1.38217418596
21.9	-1.38217418596	1.38217418596
22	-1.38217418596	1.38217418596
22.1	-1.37729018108	1.37729018108
22.2	-1.37729018108	1.37729018108
22.3	-1.37729018108	1.37729018108
22.4	-1.36263816643	1.36263816643
22.5	-1.3724061762	1.3724061762
22.6	-1.37729018108	1.37729018108
22.7	-1.37729018108	1.37729018108
22.8	-1.3724061762	1.3724061762
22.9	-1.37729018108	1.37729018108
23	-1.37729018108	1.37729018108
23.1	-1.38705819085	1.38705819085
23.2	-1.37729018108	1.37729018108
23.3	-1.3724061762	1.3724061762
23.4	-1.36752217131	1.36752217131
23.5	-1.36752217131	1.36752217131
23.6	-1.35775416154	1.35775416154
23.7	-1.36263816643	1.36263816643
23.8	-1.36263816643	1.36263816643
23.9	-1.35287015666	1.35287015666
24	-1.35287015666	1.35287015666
24.1	-1.34798615178	1.34798615178
24.2	-1.35287015666	1.35287015666
24.3	-1.34798615178	1.34798615178
24.4	-1.35287015666	1.35287015666
24.5	-1.34310214689	1.34310214689
24.6	-1.33821814201	1.33821814201
24.7	-1.35287015666	1.35287015666
24.8	-1.34310214689	1.34310214689
24.9	-1.34798615178	1.34798615178
25	-1.34798615178	1.34798615178
25.1	-1.33821814201	1.33821814201
25.2	-1.34310214689	1.34310214689
25.3	-1.34798615178	1.34798615178
25.4	-1.34310214689	1.34310214689
25.5	-1.34310214689	1.34310214689
25.6	-1.33821814201	1.33821814201
25.7	-1.33333413712	1.33333413712
25.8	-1.32845013224	1.32845013224
25.9	-1.32845013224	1.32845013224
26	-1.32845013224	1.32845013224
26.1	-1.33333413712	1.33333413712
26.2	-1.32356612736	1.32356612736
26.3	-1.31868212247	1.31868212247
26.4	-1.3089141127	1.3089141127
26.5	-1.31379811759	1.31379811759
26.6	-1.30403010782	1.30403010782
26.7	-1.29914610294	1.29914610294
26.8	-1.29914610294	1.29914610294
26.9	-1.29426209805	1.29426209805
27	-1.28449408828	1.28449408828
27.1	-1.27472607852	1.27472607852
27.2	-1.2796100834	1.2796100834
27.3	-1.28449408828	1.28449408828
27.4	-1.29426209805	1.29426209805
27.5	-1.28937809317	1.28937809317
27.6	-1.2796100834	1.2796100834
27.7	-1.28449408828	1.28449408828
27.8	-1.27472607852	1.27472607852
27.9	-1.26984207363	1.26984207363
28	-1.25519005898	1.25519005898
28.1	-1.26007406386	1.26007406386
28.2	-1.24542204921	1.24542204921
28.3	-1.24542204921	1.24542204921
28.4	-1.2503060541	1.2503060541
28.5	-1.24053804433	1.24053804433
28.6	-1.23077003456	1.23077003456
28.7	-1.24053804433	1.24053804433
28.8	-1.24053804433	1.24053804433
28.9	-1.24053804433	1.24053804433
29	-1.24053804433	1.24053804433
29.1	-1.23565403944	1.23565403944
29.2	-1.23565403944	1.23565403944
29.3	-1.22588602968	1.22588602968
29.4	-1.22588602968	1.22588602968
29.5	-1.22588602968	1.22588602968
29.6	-1.23077003456	1.23077003456
29.7	-1.23565403944	1.23565403944
29.8	-1.24053804433	1.24053804433
29.9	-1.24053804433	1.24053804433
30	-1.24053804433	1.24053804433
30.1	-1.26007406386	1.26007406386
30.2	-1.26495806875	1.26495806875
30.3	-1.26495806875	1.26495806875
30.4	-1.26984207363	1.26984207363
30.5	-1.2796100834	1.2796100834
30.6	-1.2796100834	1.2796100834
30.7	-1.2796100834	1.2796100834
30.8	-1.27472607852	1.27472607852
30.9	-1.25519005898	1.25519005898
31	-1.26984207363	1.26984207363
31.1	-1.26984207363	1.26984207363
31.2	-1.26495806875	1.26495806875
31.3	-1.26495806875	1.26495806875
31.4	-1.26007406386	1.26007406386
31.5	-1.26495806875	1.26495806875
31.6	-1.24542204921	1.24542204921
31.7	-1.24053804433	1.24053804433
31.8	-1.24053804433	1.24053804433
31.9	-1.24053804433	1.24053804433
32	-1.22588602968	1.22588602968
32.1	-1.22588602968	1.22588602968
32.2	-1.21611801991	1.21611801991
32.3	-1.21611801991	1.21611801991
32.4	-1.20635001014	1.20635001014
32.5	-1.20146600526	1.20146600526
32.6	-1.20146600526	1.20146600526
32.7	-1.20146600526	1.20146600526
32.8	-1.20635001014	1.20635001014
32.9	-1.21123401502	1.21123401502
33	-1.22100202479	1.22100202479
33.1	-1.23077003456	1.23077003456
33.2	-1.23565403944	1.23565403944
33.3	-1.23565403944	1.23565403944
33.4	-1.22588602968	1.22588602968
33.5	-1.22100202479	1.22100202479
33.6	-1.21123401502	1.21123401502
33.7	-1.20635001014	1.20635001014
33.8	-1.19658200037	1.19658200037
33.9	-1.19658200037	1.19658200037
34	-1.19658200037	1.19658200037
34.1	-1.19169799549	1.19169799549
34.2	-1.17704598084	1.17704598084
34.3	-1.18192998572	1.18192998572
34.4	-1.17704598084	1.17704598084
34.5	-1.17216197595	1.17216197595
34.6	-1.1868139906	1.1868139906
34.7	-1.19169799549	1.19169799549
34.8	-1.17704598084	1.17704598084
34.9	-1.18192998572	1.18192998572
35	-1.18192998572	1.18192998572
35.1	-1.18192998572	1.18192998572
35.2	-1.18192998572	1.18192998572
35.3	-1.17216197595	1.17216197595
35.4	-1.17216197595	1.17216197595
35.5	-1.16239396618	1.16239396618
35.6	-1.16727797107	1.16727797107
35.7	-1.17216197595	1.17216197595
35.8	-1.17216197595	1.17216197595
35.9	-1.16239396618	1.16239396618
36	-1.1575099613	1.1575099613
36.1	-1.16239396618	1.16239396618
36.2	-1.1575099613	1.1575099613
36.3	-1.1575099613	1.1575099613
36.4	-1.1575099613	1.1575099613
36.5	-1.15262595642	1.15262595642
36.6	-1.15262595642	1.15262595642
36.7	-1.15262595642	1.15262595642
36.8	-1.14285794665	1.14285794665
36.9	-1.13797394176	1.13797394176
37	-1.13797394176	1.13797394176
37.1	-1.14285794665	1.14285794665
37.2	-1.13797394176	1.13797394176
37.3	-1.14285794665	1.14285794665
37.4	-1.13797394176	1.13797394176
37.5	-1.13308993688	1.13308993688
37.6	-1.12332192711	1.12332192711
37.7	-1.11843792223	1.11843792223
37.8	-1.11355391734	1.11355391734
37.9	-1.11355391734	1.11355391734
38	-1.09890190269	1.09890190269
38.1	-1.09890190269	1.09890190269
38.2	-1.10378590758	1.10378590758
38.3	-1.11355391734	1.11355391734
38.4	-1.12332192711	1.12332192711
38.5	-1.128205932	1.128205932
38.6	-1.13308993688	1.13308993688
38.7	-1.13797394176	1.13797394176
38.8	-1.14774195153	1.14774195153
38.9	-1.14774195153	1.14774195153
39	-1.15262595642	1.15262595642
39.1	-1.14774195153	1.14774195153
39.2	-1.15262595642	1.15262595642
39.3	-1.14774195153	1.14774195153
39.4	-1.1575099613	1.1575099613
39.5	-1.13797394176	1.13797394176
39.6	-1.13797394176	1.13797394176
39.7	-1.14285794665	1.14285794665
39.8	-1.13797394176	1.13797394176
39.9	-1.13308993688	1.13308993688
40	-1.11843792223	1.11843792223
40.1	-1.11355391734	1.11355391734
40.2	-1.09890190269	1.09890190269
40.3	-1.09401789781	1.09401789781
40.4	-1.07936588316	1.07936588316
40.5	-1.07448187827	1.07448187827
40.6	-1.0647138685	1.0647138685
40.7	-1.0647138685	1.0647138685
40.8	-1.07936588316	1.07936588316
40.9	-1.07448187827	1.07448187827
41	-1.07448187827	1.07448187827
41.1	-1.07936588316	1.07936588316
41.2	-1.08913389292	1.08913389292
41.3	-1.08424988804	1.08424988804
41.4	-1.07936588316	1.07936588316
41.5	-1.08424988804	1.08424988804
41.6	-1.08913389292	1.08913389292
41.7	-1.08913389292	1.08913389292
41.8	-1.08913389292	1.08913389292
41.9	-1.08424988804	1.08424988804
42	-1.09401789781	1.09401789781
42.1	-1.09401789781	1.09401789781
42.2	-1.08913389292	1.08913389292
42.3	-1.08424988804	1.08424988804
42.4	-1.09401789781	1.09401789781
42.5	-1.08424988804	1.08424988804
42.6	-1.07936588316	1.07936588316
42.7	-1.07448187827	1.07448187827
42.8	-1.06959787339	1.06959787339
42.9	-1.06959787339	1.06959787339
43	-1.06959787339	1.06959787339
43.1	-1.05982986362	1.05982986362
43.2	-1.05494585874	1.05494585874
43.3	-1.05006185385	1.05006185385
43.4	-1.04029384408	1.04029384408
43.5	-1.04029384408	1.04029384408
43.6	-1.02564182943	1.02564182943
43.7	-1.01587381966	1.01587381966
43.8	-1.02564182943	1.02564182943
43.9	-1.02564182943	1.02564182943
44	-1.02564182943	1.02564182943
44.1	-1.02075782455	1.02075782455
44.2	-1.02075782455	1.02075782455
44.3	-1.01587381966	1.01587381966
44.4	-1.00610580989	1.00610580989
44.5	-1.01587381966	1.01587381966
44.6	-1.01098981478	1.01098981478
44.7	-1.01587381966	1.01587381966
44.8	-1.01098981478	1.01098981478
44.9	-1.00610580989	1.00610580989
45	-1.00122180501	1.00122180501
45.1	-1.01098981478	1.01098981478
45.2	-1.01587381966	1.01587381966
45.3	-1.02075782455	1.02075782455
45.4	-1.02564182943	1.02564182943
45.5	-1.0354098392	1.0354098392
45.6	-1.04517784897	1.04517784897
45.7	-1.0354098392	1.0354098392
45.8	-1.04517784897	1.04517784897
45.9	-1.04517784897	1.04517784897
46	-1.04517784897	1.04517784897
46.1	-1.0354098392	1.0354098392
46.2	-1.0354098392	1.0354098392
46.3	-1.04029384408	1.04029384408
46.4	-1.04029384408	1.04029384408
46.5	-1.04029384408	1.04029384408
46.6	-1.0354098392	1.0354098392
46.7	-1.03052583432	1.03052583432
46.8	-1.0354098392	1.0354098392
46.9	-1.0354098392	1.0354098392
47	-1.0354098392	1.0354098392
47.1	-1.04517784897	1.04517784897
47.2	-1.0354098392	1.0354098392
47.3	-1.02564182943	1.02564182943
47.4	-1.02075782455	1.02075782455
47.5	-1.02075782455	1.02075782455
47.6	-1.03052583432	1.03052583432
47.7	-1.0354098392	1.0354098392
47.8	-1.02564182943	1.02564182943
47.9	-1.01587381966	1.01587381966
48	-1.00610580989	1.00610580989
48.1	-1.00122180501	1.00122180501
48.2	-0.996337800127	0.996337800127
48.3	-0.991453795243	0.991453795243
48.4	-0.996337800127	0.996337800127
48.5	-0.991453795243	0.991453795243
48.6	-0.991453795243	0.991453795243
48.7	-0.991453795243	0.991453795243
48.8	-0.986569790359	0.986569790359
48.9	-0.991453795243	0.991453795243
49	-0.996337800127	0.996337800127
49.1	-0.991453795243	0.991453795243
49.2	-0.986569790359	0.986569790359
49.3	-0.981685785475	0.981685785475
49.4	-0.971917775707	0.971917775707
49.5	-0.976801780591	0.976801780591
49.6	-0.981685785475	0.981685785475
49.7	-0.981685785475	0.981685785475
49.8	-0.991453795243	0.991453795243
49.9	-0.996337800127	0.996337800127
50	-0.986569790359	0.986569790359
50.1	-0.996337800127	0.996337800127
50.2	-0.991453795243	0.991453795243
50.3	-0.991453795243	0.991453795243
50.4	-0.986569790359	0.986569790359
50.5	-0.986569790359	0.986569790359
50.6	-0.986569790359	0.986569790359
50.7	-0.976801780591	0.976801780591
50.8	-0.976801780591	0.976801780591
50.9	-0.976801780591	0.976801780591
51	-0.976801780591	0.976801780591
51.1	-0.967033770823	0.967033770823
51.2	-0.962149765939	0.962149765939
51.3	-0.962149765939	0.962149765939
51.4	-0.957265761055	0.957265761055
51.5	-0.957265761055	0.957265761055
51.6	-0.957265761055	0.957265761055
51.7	-0.957265761055	0.957265761055
51.8	-0.957265761055	0.957265761055
51.9	-0.962149765939	0.962149765939
52	-0.962149765939	0.962149765939
52.1	-0.962149765939	0.962149765939
52.2	-0.957265761055	0.957265761055
52.3	-0.957265761055	0.957265761055
52.4	-0.957265761055	0.957265761055
52.5	-0.952381756171	0.952381756171
52.6	-0.957265761055	0.957265761055
52.7	-0.947497751287	0.947497751287
52.8	-0.942613746403	0.942613746403
52.9	-0.932845736635	0.932845736635
53	-0.927961731751	0.927961731751
53.1	-0.927961731751	0.927961731751
53.2	-0.932845736635	0.932845736635
53.3	-0.937729741519	0.937729741519
53.4	-0.937729741519	0.937729741519
53.5	-0.947497751287	0.947497751287
53.6	-0.942613746403	0.942613746403
53.7	-0.947497751287	0.947497751287
53.8	-0.947497751287	0.947497751287
53.9	-0.942613746403	0.942613746403
54	-0.937729741519	0.937729741519
54.1	-0.942613746403	0.942613746403
54.2	-0.937729741519	0.937729741519
54.3	-0.937729741519	0.937729741519
54.4	-0.942613746403	0.942613746403
54.5	-0.942613746403	0.942613746403
54.6	-0.942613746403	0.942613746403
54.7	-0.937729741519	0.937729741519
54.8	-0.932845736635	0.932845736635
54.9	-0.937729741519	0.937729741519
55	-0.937729741519	0.937729741519
55.1	-0.932845736635	0.932845736635
55.2	-0.932845736635	0.932845736635
55.3	-0.932845736635	0.932845736635
55.4	-0.927961731751	0.927961731751
55.5	-0.932845736635	0.932845736635
55.6	-0.927961731751	0.927961731751
55.7	-0.923077726867	0.923077726867
55.8	-0.918193721983	0.918193721983
55.9	-0.923077726867	0.923077726867
56	-0.927961731751	0.927961731751
56.1	-0.923077726867	0.923077726867
56.2	-0.927961731751	0.927961731751
56.3	-0.918193721983	0.918193721983
56.4	-0.913309717099	0.913309717099
56.5	-0.908425712215	0.908425712215
56.6	-0.908425712215	0.908425712215
56.7	-0.898657702447	0.898657702447
56.8	-0.908425712215	0.908425712215
56.9	-0.913309717099	0.913309717099
57	-0.903541707331	0.903541707331
57.1	-0.903541707331	0.903541707331
57.2	-0.888889692679	0.888889692679
57.3	-0.884005687795	0.884005687795
57.4	-0.888889692679	0.888889692679
57.5	-0.888889692679	0.888889692679
57.6	-0.893773697563	0.893773697563
57.7	-0.903541707331	0.903541707331
57.8	-0.903541707331	0.903541707331
57.9	-0.908425712215	0.908425712215
58	-0.918193721983	0.918193721983
58.1	-0.923077726867	0.923077726867
58.2	-0.923077726867	0.923077726867
58.3	-0.923077726867	0.923077726867
58.4	-0.927961731751	0.927961731751
58.5	-0.927961731751	0.927961731751
58.6	-0.927961731751	0.927961731751
58.7	-0.918193721983	0.918193721983
58.8	-0.913309717099	0.913309717099
58.9	-0.908425712215	0.908425712215
59	-0.908425712215	0.908425712215
59.1	-0.903541707331	0.903541707331
59.2	-0.908425712215	0.908425712215
59.3	-0.898657702447	0.898657702447
59.4	-0.903541707331	0.903541707331
59.5	-0.884005687795	0.884005687795
59.6	-0.874237678027	0.874237678027
59.7	-0.879121682911	0.879121682911
59.8	-0.879121682911	0.879121682911
59.9	-0.879121682911	0.879121682911
60	-0.869353673143	0.869353673143
60.1	-0.869353673143	0.869353673143
60.2	-0.869353673143	0.869353673143
60.3	-0.864469668259	0.864469668259
60.4	-0.859585663375	0.859585663375
60.5	-0.859585663375	0.859585663375
60.6	-0.859585663375	0.859585663375
60.7	-0.859585663375	0.859585663375
60.8	-0.854701658491	0.854701658491
60.9	-0.864469668259	0.864469668259
61	-0.854701658491	0.854701658491
61.1	-0.844933648723	0.844933648723
61.2	-0.844933648723	0.844933648723
61.3	-0.844933648723	0.844933648723
61.4	-0.854701658491	0.854701658491
61.5	-0.849817653607	0.849817653607
61.6	-0.854701658491	0.854701658491
61.7	-0.854701658491	0.854701658491
61.8	-0.854701658491	0.854701658491
61.9	-0.849817653607	0.849817653607
62	-0.864469668259	0.864469668259
62.1	-0.859585663375	0.859585663375
62.2	-0.864469668259	0.864469668259
62.3	-0.859585663375	0.859585663375
62.4	-0.864469668259	0.864469668259
62.5	-0.864469668259	0.864469668259
62.6	-0.859585663375	0.859585663375
62.7	-0.849817653607	0.849817653607
62.8	-0.844933648723	0.844933648723
62.9	-0.840049643839	0.840049643839
63	-0.840049643839	0.840049643839
63.1	-0.835165638955	0.835165638955
63.2	-0.835165638955	0.835165638955
63.3	-0.835165638955	0.835165638955
63.4	-0.830281634071	0.830281634071
63.5	-0.830281634071	0.830281634071
63.6	-0.820513624303	0.820513624303
63.7	-0.830281634071	0.830281634071
63.8	-0.830281634071	0.830281634071
63.9	-0.830281634071	0.830281634071
64	-0.840049643839	0.840049643839
64.1	-0.830281634071	0.830281634071
64.2	-0.830281634071	0.830281634071
64.3	-0.830281634071	0.830281634071
64.4	-0.825397629187	0.825397629187
64.5	-0.825397629187	0.825397629187
64.6	-0.825397629187	0.825397629187
64.7	-0.820513624303	0.820513624303
64.8	-0.810745614535	0.810745614535
64.9	-0.815629619419	0.815629619419
65	-0.815629619419	0.815629619419
65.1	-0.815629619419	0.815629619419
65.2	-0.810745614535	0.810745614535
65.3	-0.805861609651	0.805861609651
65.4	-0.796093599883	0.796093599883
65.5	-0.810745614535	0.810745614535
65.6	-0.805861609651	0.805861609651
65.7	-0.800977604767	0.800977604767
65.8	-0.805861609651	0.805861609651
65.9	-0.805861609651	0.805861609651
66	-0.800977604767	0.800977604767
66.1	-0.805861609651	0.805861609651
66.2	-0.805861609651	0.805861609651
66.3	-0.805861609651	0.805861609651
66.4	-0.800977604767	0.800977604767
66.5	-0.805861609651	0.805861609651
66.6	-0.810745614535	0.810745614535
66.7	-0.820513624303	0.820513624303
66.8	-0.820513624303	0.820513624303
66.9	-0.815629619419	0.815629619419
67	-0.825397629187	0.825397629187
67.1	-0.825397629187	0.825397629187
67.2	-0.825397629187	0.825397629187
67.3	-0.830281634071	0.830281634071
67.4	-0.820513624303	0.820513624303
67.5	-0.820513624303	0.820513624303
67.6	-0.825397629187	0.825397629187
67.7	-0.815629619419	0.815629619419
67.8	-0.825397629187	0.825397629187
67.9	-0.825397629187	0.825397629187
68	-0.820513624303	0.820513624303
68.1	-0.820513624303	0.820513624303
68.2	-0.820513624303	0.820513624303
68.3	-0.810745614535	0.810745614535
68.4	-0.805861609651	0.805861609651
68.5	-0.810745614535	0.810745614535
68.6	-0.810745614535	0.810745614535
68.7	-0.805861609651	0.805861609651
68.8	-0.815629619419	0.815629619419
68.9	-0.805861609651	0.805861609651
69	-0.805861609651	0.805861609651
69.1	-0.810745614535	0.810745614535
69.2	-0.805861609651	0.805861609651
69.3	-0.815629619419	0.815629619419
69.4	-0.810745614535	0.810745614535
69.5	-0.810745614535	0.810745614535
69.6	-0.810745614535	0.810745614535
69.7	-0.810745614535	0.810745614535
69.8	-0.810745614535	0.810745614535
69.9	-0.815629619419	0.815629619419
70	-0.815629619419	0.815629619419
70.1	-0.805861609651	0.805861609651
70.2	-0.786325590115	0.786325590115
70.3	-0.781441585231	0.781441585231
70.4	-0.771673575463	0.771673575463
70.5	-0.766789570579	0.766789570579
70.6	-0.771673575463	0.771673575463
70.7	-0.766789570579	0.766789570579
70.8	-0.761905565695	0.761905565695
70.9	-0.752137555927	0.752137555927
71	-0.747253551043	0.747253551043
71.1	-0.742369546159	0.742369546159
71.2	-0.747253551043	0.747253551043
71.3	-0.747253551043	0.747253551043
71.4	-0.757021560811	0.757021560811
71.5	-0.752137555927	0.752137555927
71.6	-0.752137555927	0.752137555927
71.7	-0.752137555927	0.752137555927
71.8	-0.761905565695	0.761905565695
71.9	-0.757021560811	0.757021560811
72	-0.761905565695	0.761905565695
72.1	-0.771673575463	0.771673575463
72.2	-0.761905565695	0.761905565695
72.3	-0.757021560811	0.757021560811
72.4	-0.761905565695	0.761905565695
72.5	-0.761905565695	0.761905565695
72.6	-0.757021560811	0.757021560811
72.7	-0.757021560811	0.757021560811
72.8	-0.747253551043	0.747253551043
72.9	-0.737485541275	0.737485541275
73	-0.742369546159	0.742369546159
73.1	-0.737485541275	0.737485541275
73.2	-0.732601536391	0.732601536391
73.3	-0.732601536391	0.732601536391
73.4	-0.737485541275	0.737485541275
73.5	-0.727717531507	0.727717531507
73.6	-0.732601536391	0.732601536391
